iter	Passed	Remaining
1221	1155442	5116286
1222	1156397	5115381
1223	1157325	5114356
1224	1158300	5113542
1225	1159397	5113265
1226	1160361	5112400
1227	1161326	5111539
1228	1162351	5110943
1229	1163657	5111577
1230	1164634	5110766
1231	1165583	5109834
1232	1166482	5108684
1233	1167450	5107833
1234	1168425	5107014
1235	1169377	5106093
1236	1170330	5105177
1237	1171424	5104876
1238	1172314	5103683
1239	1173182	5102399
1240	1174096	5101311
1241	1175028	5100306
1242	1175925	5099147
1243	1176837	5098052
1244	1177747	5096949
1245	1178648	5095810
1246	1179618	5094969
1247	1180525	5093855
1248	1181443	5092787
1249	1182414	5091949
1250	1183354	5090977
1251	1184283	5089961
1252	1185348	5089526
1253	1186234	5088320
1254	1187129	5087158
1255	1188027	5086005
1256	1188936	5084902
1257	1189816	5083675
1258	1190726	5082578
1259	1191617	5081395
1260	1192530	5080311
1261	1193437	5079201
1262	1194344	5078091
1263	1195273	5077076
1264	1196176	5075949
1265	1197056	5074725
1266	1197985	5073709
1267	1198902	5072642
1268	1199850	5071706
1269	1200824	5070883
1270	1201787	5070010
1271	1203023	5070289
1272	1204167	5070178
1273	1205290	5069976
1274	1206243	5069059
1275	1207333	5068719
1276	1208419	5068360
1277	1209555	5068208
1278	1210680	5068007
1279	1211695	5067349
1280	1212767	5066923
1281	1213724	5066020
1282	1214721	5065284
1283	1215747	5064668
1284	1216706	5063771
1285	1217697	5063007
1286	1218596	5061862
1287	1219661	5061406
1288	1220610	5060466
1289	1221589	5059654
1290	1222564	5058822
1291	1223519	5057909
1292	1224469	5056973
1293	1225426	5056066
1294	1226440	5055395
1295	1227406	5054528
1296	1228418	5053846
1297	1229363	5052891
1298	1230296	5051888
1299	1231267	5051037
1300	1232160	5049870
1301	1233144	5049072
1302	1234120	5048244
1303	1235061	5047272
1304	1236021	5046377
1305	1236983	5045492
1306	1237915	5044482
1307	1238876	5043589
1308	1239913	5043010
1309	1240874	5042117
1310	1241814	5041143
1311	1242810	5040392
1312	1243776	5039520
1313	1244759	5038719
1314	1245799	5038144
1315	1246781	5037338
1316	1247816	5036743
1317	1248786	5035887
1318	1249754	5035023
1319	1250708	5034102
1320	1251683	5033265
1321	1252639	5032351
1322	1253571	5031343
1323	1254516	5030382
1324	1255490	5029543
1325	1256466	5028709
1326	1257486	5028051
1327	1258465	5027229
1328	1259431	5026353
1329	1260357	5025321
1330	1261258	5024188
1331	1262169	5023094
1332	1263103	5022091
1333	1264100	5021342
1334	1265017	5020272
1335	1265959	5019303
1336	1266858	5018163
1337	1267795	5017174
1338	1268703	5016070
1339	1269708	5015346
1340	1270670	5014459
1341	1271655	5013658
1342	1272644	5012871
1343	1273685	5012293
1344	1274658	5011445
1345	1275670	5010748
1346	1276620	5009810
1347	1277584	5008926
1348	1278566	5008112
1349	1279458	5006946
1350	1280360	5005819
1351	1281427	5005340
1352	1282393	5004461
1353	1283650	5004721
1354	1285103	5005739
1355	1286359	5005985
1356	1287300	5005008
1357	1288187	5003820
1358	1289188	5003077
1359	1290180	5002294
1360	1291169	5001502
1361	1292106	5000509
1362	1293030	4999463
1363	1293995	4998578
1364	1295009	4997882
1365	1295937	4996854
1366	1296981	4996271
1367	1297914	4995264
1368	1298831	4994192
1369	1299886	4993652
1370	1300843	4992733
1371	1301967	4992458
1372	1302910	4991486
1373	1303919	4990764
1374	1304811	4989600
1375	1305673	4988319
1376	1306540	4987058
1377	1307430	4985884
1378	1308365	4984883
1379	1309273	4983777
1380	1310179	4982667
1381	1311082	4981544
1382	1311962	4980333
1383	1312876	4979256
1384	1313831	4978330
1385	1314721	4977158
1386	1315578	4975864
1387	1316456	4974650
1388	1317350	4973494
1389	1318245	4972346
1390	1319148	4971227
