iter	RMSE
192	0.8823271005
193	0.8822988763
194	0.8822699648
195	0.8822425226
196	0.8822123323
197	0.8821832429
198	0.8821546701
199	0.8821261126
200	0.8820975928
201	0.8820696476
202	0.8820412588
203	0.8820111962
204	0.8819846189
205	0.8819558193
206	0.8819284369
207	0.8819014881
208	0.8818745913
209	0.8818467729
210	0.8818185136
211	0.8817921497
212	0.8817619891
213	0.8817321706
214	0.8817044844
215	0.8816749411
216	0.8816471735
217	0.8816180758
218	0.8815893364
219	0.8815624592
220	0.881534639
221	0.8815069751
222	0.8814791484
223	0.8814524634
224	0.8814235884
225	0.8813966846
226	0.8813677628
227	0.8813404827
228	0.8813118585
229	0.8812841121
230	0.8812552723
231	0.8812248321
232	0.8811969521
233	0.8811692469
234	0.8811433973
235	0.8811156247
236	0.8810896701
237	0.8810629514
238	0.8810329637
239	0.8810044487
240	0.8809749291
241	0.880946685
242	0.8809184289
243	0.8808901459
244	0.8808607687
245	0.8808314424
246	0.8808018849
247	0.8807731661
248	0.8807451231
249	0.880717589
250	0.8806884711
251	0.8806581421
252	0.88063088
253	0.8806034389
254	0.8805767232
255	0.8805480708
256	0.8805223305
257	0.8804952368
258	0.8804658263
259	0.8804392165
260	0.8804119361
261	0.880382839
262	0.8803551973
263	0.8803273405
264	0.8803002772
265	0.8802735048
266	0.8802475597
267	0.8802204362
268	0.8801930506
269	0.8801635554
270	0.8801358694
271	0.8801089176
272	0.8800822151
273	0.880056686
274	0.8800300261
275	0.8800052934
276	0.8799793565
277	0.8799518223
278	0.8799253938
279	0.8798979878
280	0.8798691307
281	0.879839191
282	0.8798136139
283	0.879785216
284	0.8797569349
285	0.8797306126
286	0.879704569
287	0.8796777914
288	0.8796513832
289	0.8796235166
290	0.8795952629
291	0.8795683975
292	0.8795405152
293	0.8795142218
294	0.8794864806
295	0.8794600911
296	0.8794313828
297	0.879403565
298	0.8793768042
299	0.8793513046
300	0.879324225
301	0.8792973085
302	0.8792726241
303	0.8792479648
304	0.8792198144
305	0.8791942171
306	0.8791696051
307	0.8791424609
308	0.8791173179
309	0.8790922437
310	0.8790673873
311	0.8790424228
312	0.8790162462
313	0.8789906256
314	0.8789634381
315	0.878934699
316	0.8789055893
317	0.8788810608
318	0.878854632
319	0.8788247134
320	0.8788004269
321	0.8787739723
322	0.8787472748
323	0.878722329
324	0.8786947833
325	0.878669964
326	0.8786422186
327	0.8786183485
328	0.8785937394
329	0.8785680475
330	0.8785398532
331	0.8785149526
332	0.8784893305
333	0.8784633301
334	0.8784376245
335	0.8784113767
336	0.8783860493
337	0.8783632476
338	0.8783391637
339	0.8783121977
340	0.8782854501
341	0.8782593631
342	0.8782348637
343	0.878209507
344	0.8781850706
345	0.8781587227
346	0.8781342934
347	0.8781100805
348	0.8780833558
349	0.8780579922
350	0.8780326422
351	0.878005934
352	0.8779807648
353	0.8779543443
354	0.8779266955
355	0.8779025202
356	0.8778788018
357	0.8778543276
358	0.8778282556
359	0.8778033538
360	0.8777759347
361	0.8777494651
362	0.8777251476
363	0.8776998401
364	0.8776728102
365	0.8776474854
366	0.8776214265
367	0.8775931548
368	0.8775688714
369	0.8775445831
370	0.877519488
371	0.8774959838
372	0.8774733185
373	0.8774462569
374	0.8774193937
375	0.877393667
376	0.8773702571
377	0.8773460572
378	0.8773214378
379	0.8772971798
380	0.8772733634
381	0.877248223
382	0.8772254795
383	0.877200734
384	0.8771746655
385	0.8771498642
386	0.8771260951
387	0.8771023417
388	0.8770772677
389	0.877053764
390	0.8770309721
391	0.877006805
392	0.8769848083
393	0.8769604883
394	0.8769374321
395	0.8769128237
396	0.8768882624
397	0.8768651311
398	0.876841341
399	0.8768183677
400	0.8767915539
401	0.8767687032
402	0.8767452363
403	0.8767216282
404	0.8766971397
405	0.8766708531
406	0.8766463491
407	0.8766197476
408	0.876595848
409	0.8765730918
410	0.8765488013
411	0.876522871
412	0.8764950482
413	0.8764720957
414	0.8764482134
415	0.8764201909
416	0.8763932049
417	0.8763699098
418	0.8763460083
419	0.8763226626
420	0.8763001969
421	0.8762772982
422	0.8762537118
423	0.8762295987
424	0.8762057911
425	0.8761813283
426	0.8761577808
427	0.8761351457
428	0.8761095168
429	0.876087796
430	0.8760650856
431	0.8760411948
432	0.8760176778
433	0.875994423
434	0.8759697945
435	0.8759471474
436	0.8759258967
437	0.8758997461
438	0.8758775265
439	0.8758531275
440	0.8758305286
441	0.8758061199
442	0.8757819245
443	0.8757572784
444	0.8757305963
445	0.8757063356
446	0.8756841086
447	0.8756618709
448	0.8756373949
449	0.8756136547
450	0.8755912535
451	0.875568682
452	0.8755439356
453	0.8755209733
454	0.8754970678
455	0.8754742927
456	0.8754533771
457	0.8754307164
458	0.8754068957
459	0.8753825935
460	0.8753598392
461	0.8753361806
462	0.8753146
463	0.8752918899
464	0.8752703082
465	0.8752463952
466	0.8752220156
467	0.8751982731
468	0.8751744196
469	0.8751533917
470	0.8751290527
471	0.8751047686
472	0.8750822946
473	0.8750594658
474	0.8750325965
475	0.8750099427
476	0.8749877543
477	0.8749662584
478	0.8749439729
479	0.8749210298
480	0.8748982283
481	0.8748748046
482	0.8748532492
483	0.8748310848
484	0.8748067869
485	0.8747836209
486	0.8747594043
487	0.8747363873
488	0.8747132064
489	0.8746908513
490	0.8746670866
491	0.8746458704
492	0.8746231289
493	0.874597518
494	0.8745761393
495	0.8745536428
496	0.8745300716
497	0.8745078492
498	0.874486211
499	0.8744637895
500	0.8744421874
501	0.8744198139
502	0.8743957305
503	0.874373095
504	0.8743496739
505	0.8743272342
506	0.8743040384
507	0.8742822002
508	0.8742605297
509	0.8742372707
510	0.8742121355
511	0.8741897847
512	0.8741678352
513	0.8741429717
514	0.874120058
515	0.8740953908
516	0.8740714671
517	0.8740497083
518	0.8740272906
519	0.8740039521
520	0.8739825705
521	0.8739613834
522	0.8739391737
523	0.8739161625
524	0.873893137
525	0.8738735458
526	0.8738512294
527	0.8738291994
528	0.8738063155
529	0.8737842097
530	0.8737636605
531	0.8737423099
532	0.8737181076
533	0.873696506
534	0.8736734258
535	0.8736506656
536	0.8736271817
537	0.8736051338
538	0.8735828555
539	0.8735612487
540	0.8735397301
541	0.8735198386
542	0.8734996784
543	0.8734773947
544	0.8734551488
545	0.873432186
546	0.8734105916
547	0.8733867777
548	0.8733662411
549	0.8733449254
550	0.8733225273
551	0.8732998111
552	0.8732787766
553	0.8732575947
554	0.8732349724
555	0.8732132429
556	0.8731903553
557	0.8731650926
558	0.8731446845
559	0.8731238315
560	0.8731003443
561	0.8730791125
562	0.8730566307
563	0.8730360013
564	0.8730138298
565	0.8729921851
566	0.8729673323
567	0.8729466516
568	0.8729251953
569	0.8729035215
570	0.8728808187
571	0.8728602565
572	0.872838469
573	0.8728163592
574	0.8727961488
575	0.8727749421
576	0.8727514307
577	0.8727289944
578	0.872706228
579	0.8726851793
580	0.8726650705
581	0.8726431345
582	0.8726223618
583	0.8725998528
584	0.8725788734
585	0.8725588551
586	0.8725382977
587	0.8725170133
588	0.8724950558
589	0.8724740669
590	0.8724515563
591	0.8724312996
592	0.8724124974
593	0.8723911987
594	0.8723712579
595	0.8723479986
596	0.8723254617
597	0.8723049201
598	0.8722829434
599	0.872262543
600	0.8722420522
601	0.8722180276
602	0.8721987447
603	0.8721783577
604	0.8721576803
605	0.8721372407
606	0.8721170252
607	0.8720967131
608	0.8720774247
609	0.8720573435
610	0.8720364151
611	0.8720162663
612	0.8719950183
613	0.8719754783
614	0.8719533458
615	0.8719326436
616	0.8719127737
617	0.8718919558
618	0.8718698271
619	0.871848381
620	0.8718276005
621	0.8718053974
622	0.8717841696
623	0.8717630227
624	0.8717427045
625	0.8717208576
626	0.8717005809
627	0.871680061
628	0.8716600188
629	0.8716384968
630	0.8716165845
631	0.8715968555
632	0.8715772145
633	0.8715569471
634	0.8715359027
635	0.8715165466
636	0.8714970596
637	0.8714760164
638	0.8714557002
639	0.8714325716
640	0.8714133852
641	0.871394353
642	0.8713748489
643	0.8713528301
644	0.8713331442
645	0.8713119846
646	0.871293182
647	0.8712733294
648	0.8712544952
649	0.8712334957
650	0.8712139575
651	0.8711939687
652	0.871174663
653	0.8711536928
654	0.8711337019
655	0.8711124922
656	0.8710927026
657	0.8710720222
658	0.8710528534
659	0.8710350176
660	0.8710154058
661	0.8709949249
662	0.870975536
663	0.8709541341
664	0.8709335515
665	0.8709126099
666	0.8708926652
667	0.8708737546
668	0.8708539371
669	0.87083506
670	0.8708145948
671	0.8707943398
672	0.8707739168
673	0.8707541074
674	0.8707360684
675	0.8707164689
676	0.8706965724
677	0.8706765403
678	0.8706567931
679	0.8706346157
680	0.8706144287
681	0.8705948482
682	0.8705759813
683	0.8705571773
684	0.870538976
685	0.8705191127
686	0.8704998163
687	0.8704803575
688	0.8704599416
689	0.8704419635
690	0.8704224668
691	0.8704026196
692	0.8703825385
693	0.8703598368
694	0.8703400088
695	0.8703208839
696	0.8703025106
697	0.8702833481
698	0.8702644379
699	0.8702444876
700	0.8702257885
701	0.8702066924
702	0.870186469
703	0.8701675382
704	0.8701480789
705	0.8701286704
706	0.8701062558
707	0.8700852754
708	0.870064173
709	0.8700441712
710	0.8700234191
711	0.870003026
712	0.8699815581
713	0.8699608312
714	0.8699437767
715	0.8699246552
716	0.8699044411
717	0.8698849195
718	0.8698664054
719	0.8698476653
720	0.8698288783
721	0.8698090548
722	0.8697896067
723	0.8697705695
724	0.8697530773
725	0.8697310734
726	0.869712379
727	0.8696940351
728	0.8696733818
729	0.8696561022
730	0.8696365633
731	0.8696147858
732	0.8695932835
733	0.8695726978
734	0.869552538
735	0.8695337823
736	0.8695144107
737	0.8694967351
738	0.8694762705
739	0.8694584453
740	0.8694381662
741	0.8694194479
742	0.869401759
743	0.8693821641
744	0.8693606002
745	0.8693422703
746	0.8693233894
747	0.8693033774
748	0.8692835724
749	0.8692632799
750	0.8692439606
751	0.8692267896
752	0.8692082677
753	0.8691900282
754	0.8691701201
755	0.8691498762
756	0.8691294947
757	0.8691104145
758	0.8690911748
759	0.8690737263
760	0.8690538182
761	0.8690367192
762	0.8690169446
763	0.8689983933
764	0.8689788514
765	0.8689601123
766	0.8689417533
767	0.8689217732
768	0.8689033635
769	0.8688805409
770	0.8688620965
771	0.8688437136
772	0.8688245441
773	0.8688051242
774	0.868786101
775	0.8687682677
776	0.8687484932
777	0.8687293934
778	0.8687110653
779	0.8686943682
780	0.8686758874
781	0.8686568897
782	0.868639541
783	0.8686214738
784	0.868603606
785	0.8685848768
786	0.8685671809
787	0.8685493118
788	0.8685320386
789	0.8685136782
790	0.868495456
791	0.8684789552
792	0.8684602024
793	0.8684413071
794	0.8684221391
795	0.8684038601
796	0.8683866208
797	0.8683690243
798	0.8683512659
799	0.8683319207
800	0.8683137558
801	0.8682959256
802	0.8682756933
803	0.8682571743
804	0.8682391041
805	0.8682195185
806	0.8682015368
807	0.8681845392
808	0.8681658296
809	0.8681466513
810	0.8681303148
811	0.8681120727
812	0.8680918142
813	0.8680731575
814	0.8680563721
815	0.8680395215
816	0.8680218112
817	0.8680030303
818	0.8679852195
819	0.8679686317
820	0.8679499033
821	0.8679326159
822	0.8679141625
823	0.8678967297
824	0.8678798343
825	0.8678635136
826	0.8678445489
827	0.8678269584
828	0.8678096751
829	0.8677918425
830	0.8677739116
831	0.8677546733
832	0.8677377176
833	0.8677191969
834	0.8677030307
835	0.8676844739
836	0.8676661485
837	0.8676485831
838	0.8676279289
839	0.8676099989
840	0.8675901188
841	0.867573229
842	0.8675570908
843	0.8675398819
844	0.867521038
845	0.8675039703
846	0.8674866083
847	0.8674691481
848	0.8674508398
849	0.8674331905
850	0.8674168639
851	0.8673986605
852	0.8673806958
853	0.8673635814
854	0.8673451007
855	0.8673263477
856	0.8673074391
857	0.8672913508
858	0.8672729974
859	0.8672571548
860	0.867238465
861	0.8672216922
862	0.8672033671
863	0.8671858445
864	0.8671688784
865	0.8671509661
866	0.8671312495
867	0.8671134295
868	0.8670967648
869	0.8670784331
870	0.8670619018
871	0.8670449198
872	0.8670273987
873	0.8670094865
874	0.8669914213
875	0.8669752564
876	0.8669591432
877	0.8669423995
878	0.8669255765
879	0.8669089305
880	0.8668925235
881	0.8668738141
882	0.8668585938
883	0.8668420651
884	0.8668261566
885	0.8668091962
886	0.8667919612
887	0.8667762566
888	0.8667593719
889	0.8667421876
890	0.8667237934
891	0.8667047341
892	0.866686783
893	0.866669948
894	0.8666487277
895	0.8666324674
896	0.8666153377
897	0.8665974132
898	0.8665819811
899	0.8665663838
900	0.8665472976
901	0.8665281705
902	0.8665102989
903	0.866493119
904	0.8664758554
905	0.8664580413
906	0.8664409457
907	0.8664225697
908	0.8664059035
909	0.8663888834
910	0.8663711595
911	0.8663545995
912	0.8663375545
913	0.8663205878
914	0.8663039934
915	0.8662886201
916	0.8662733122
917	0.8662565503
918	0.8662386367
919	0.8662231868
920	0.8662057097
921	0.8661879576
922	0.866171225
923	0.8661551298
924	0.8661393639
925	0.8661227159
926	0.8661048287
927	0.866086731
928	0.8660709092
929	0.8660520534
930	0.8660351989
931	0.8660164095
932	0.8659998754
933	0.8659831187
934	0.8659664919
935	0.8659481076
936	0.8659315846
937	0.86591583
938	0.86589928
939	0.8658828547
940	0.8658665288
941	0.8658503343
942	0.8658339901
943	0.8658171816
944	0.8658005064
945	0.8657820967
946	0.8657630811
947	0.8657462489
948	0.8657295904
949	0.8657109533
950	0.8656922944
951	0.8656758224
952	0.8656583893
953	0.8656430406
954	0.8656268047
955	0.8656087929
956	0.86559035
957	0.8655731229
958	0.8655540661
959	0.8655372479
960	0.8655214569
961	0.8655051266
962	0.8654901333
963	0.8654732086
964	0.8654575991
965	0.8654412706
966	0.8654252181
967	0.8654087072
968	0.8653924922
969	0.865376441
970	0.865360522
971	0.8653459176
972	0.8653290505
973	0.8653130323
974	0.8652969698
975	0.8652801503
976	0.8652651428
977	0.8652484049
978	0.8652309468
979	0.8652112417
980	0.8651946427
981	0.8651786626
982	0.8651611341
983	0.8651445613
984	0.8651277946
985	0.8651123783
986	0.8650973628
987	0.8650803307
988	0.8650649901
989	0.8650471848
990	0.8650324689
991	0.865015698
992	0.865001204
993	0.8649858265
994	0.8649702864
995	0.8649549867
996	0.8649377426
997	0.8649211104
998	0.8649054367
999	0.8648897264
1000	0.864872715
1001	0.8648560183
1002	0.8648403775
1003	0.8648254928
1004	0.8648100779
1005	0.8647930771
1006	0.8647771257
1007	0.8647616101
1008	0.8647458239
1009	0.8647299061
1010	0.8647151241
1011	0.8646991762
1012	0.8646839211
1013	0.8646676246
1014	0.8646515038
1015	0.864633853
1016	0.8646172606
1017	0.864601822
1018	0.8645862572
1019	0.864568468
1020	0.8645531181
1021	0.8645363295
1022	0.864519655
1023	0.8645033653
1024	0.8644871823
1025	0.8644713265
1026	0.8644562334
1027	0.8644411799
1028	0.8644243981
1029	0.8644060873
1030	0.8643899361
1031	0.8643750999
1032	0.8643588068
1033	0.8643427623
1034	0.8643255988
1035	0.8643103179
1036	0.8642946231
1037	0.864277318
1038	0.864260974
1039	0.8642452825
1040	0.8642280527
1041	0.8642116006
1042	0.8641959491
1043	0.8641802437
1044	0.8641662601
1045	0.864149466
1046	0.8641323881
1047	0.864115605
1048	0.8641001831
1049	0.8640846286
1050	0.8640702509
1051	0.8640520789
1052	0.864037762
1053	0.8640214622
1054	0.8640041574
1055	0.8639885971
1056	0.8639713155
1057	0.8639564268
1058	0.8639396496
1059	0.8639227715
1060	0.8639068051
1061	0.8638909155
1062	0.8638769869
1063	0.8638628178
1064	0.8638463148
1065	0.8638298467
1066	0.8638149418
1067	0.8637993029
1068	0.8637826373
1069	0.8637663833
1070	0.8637502254
1071	0.8637351831
1072	0.8637176082
1073	0.8637025566
1074	0.8636878357
1075	0.8636747812
1076	0.8636591649
1077	0.8636446731
1078	0.8636303274
1079	0.8636131869
1080	0.8635968089
1081	0.8635819557
1082	0.8635671938
1083	0.8635517759
1084	0.8635345992
1085	0.8635172349
1086	0.8635035134
1087	0.8634913451
1088	0.8634773489
1089	0.8634619814
1090	0.8634477172
1091	0.8634333497
1092	0.8634191227
1093	0.8634044853
1094	0.8633878661
1095	0.8633719576
1096	0.8633574412
1097	0.8633421546
1098	0.8633284758
1099	0.8633112707
1100	0.8632956991
1101	0.8632811542
1102	0.8632651874
1103	0.8632514885
1104	0.8632370238
1105	0.8632224525
1106	0.8632071761
1107	0.8631922362
1108	0.8631772132
1109	0.8631594637
1110	0.86314406
1111	0.8631298036
1112	0.863116784
1113	0.8631029596
1114	0.8630869892
1115	0.8630716325
1116	0.8630561183
1117	0.8630400183
1118	0.8630256443
1119	0.8630107596
1120	0.8629971036
1121	0.8629826332
1122	0.8629678648
1123	0.8629541919
1124	0.8629397434
1125	0.8629264292
1126	0.862912161
1127	0.8628948783
1128	0.8628794078
1129	0.8628656659
1130	0.8628506264
1131	0.8628333822
1132	0.8628179963
1133	0.8628040244
1134	0.862788864
1135	0.8627735459
1136	0.8627581813
1137	0.8627425328
1138	0.8627292818
1139	0.8627168814
1140	0.8627017697
1141	0.8626851208
1142	0.8626695284
1143	0.8626543505
1144	0.8626383777
1145	0.8626222101
1146	0.8626078224
1147	0.8625927418
1148	0.862578548
1149	0.8625614028
1150	0.8625469216
1151	0.8625321602
1152	0.8625149571
1153	0.8624989817
1154	0.8624819586
1155	0.862467266
1156	0.8624533072
1157	0.8624402866
1158	0.8624278061
1159	0.8624125
1160	0.8623982386
1161	0.8623843638
1162	0.8623661841
1163	0.8623508723
1164	0.862335823
1165	0.8623212127
1166	0.8623050071
1167	0.8622894554
1168	0.8622751535
1169	0.8622621662
1170	0.8622470121
1171	0.8622315598
1172	0.8622179522
1173	0.8622026103
1174	0.8621884562
1175	0.8621749971
1176	0.862158611
1177	0.8621422936
1178	0.8621262581
1179	0.862110756
1180	0.8620974713
1181	0.862082666
1182	0.8620665511
1183	0.8620536194
1184	0.8620393679
1185	0.8620243873
1186	0.862010909
1187	0.8619969687
1188	0.8619813764
1189	0.8619639999
1190	0.8619501919
1191	0.8619336706
1192	0.8619201125
1193	0.8619051209
1194	0.861890033
1195	0.861875878
1196	0.8618604647
1197	0.8618471418
1198	0.8618335377
1199	0.8618176771
1200	0.8618040079
1201	0.8617874072
1202	0.861772362
1203	0.8617586232
1204	0.8617448149
1205	0.8617289026
1206	0.8617128063
1207	0.8616991101
1208	0.8616852477
1209	0.8616702738
1210	0.8616567783
1211	0.8616428352
1212	0.8616272474
1213	0.8616138005
1214	0.8615975809
1215	0.8615827007
1216	0.8615695178
1217	0.8615551569
1218	0.8615400749
1219	0.8615259456
1220	0.8615113532
1221	0.8614963518
1222	0.8614830146
1223	0.8614681589
1224	0.8614543075
1225	0.8614409405
1226	0.8614249134
1227	0.8614085605
1228	0.8613945343
1229	0.8613800178
1230	0.8613641364
1231	0.8613488582
1232	0.8613351876
1233	0.8613184068
1234	0.8613031647
1235	0.8612898634
1236	0.8612749091
1237	0.8612608986
1238	0.8612478965
1239	0.8612344703
1240	0.8612221912
1241	0.861203474
1242	0.8611884286
1243	0.8611741134
1244	0.8611600335
1245	0.8611455249
1246	0.8611296733
1247	0.861114378
1248	0.8611014015
1249	0.8610853634
1250	0.8610718933
1251	0.8610578236
1252	0.8610433148
1253	0.8610287607
1254	0.8610160367
1255	0.8610018254
1256	0.8609873434
1257	0.860974749
1258	0.8609599377
1259	0.8609448279
1260	0.8609293452
1261	0.8609171704
1262	0.8609034771
1263	0.8608895412
1264	0.8608754611
1265	0.8608623218
1266	0.8608444941
1267	0.8608301152
1268	0.8608161007
1269	0.8608031262
1270	0.8607905019
1271	0.8607770144
1272	0.860762957
1273	0.8607508652
1274	0.8607365332
1275	0.8607220952
1276	0.8607093758
1277	0.8606940519
1278	0.8606776382
1279	0.8606634033
1280	0.8606491993
1281	0.8606350772
1282	0.8606186121
1283	0.8606025202
1284	0.860588226
1285	0.8605745288
1286	0.860560958
1287	0.8605477498
1288	0.8605341176
1289	0.8605198587
1290	0.8605068917
1291	0.8604942734
1292	0.8604803123
1293	0.8604647752
1294	0.8604511936
1295	0.860437461
1296	0.8604243644
1297	0.8604095859
1298	0.8603977372
1299	0.8603816326
1300	0.8603676891
1301	0.8603543079
1302	0.8603403293
1303	0.8603251015
1304	0.8603117411
1305	0.8602974761
1306	0.8602843906
1307	0.8602714639
1308	0.8602571952
1309	0.8602429809
1310	0.8602285578
1311	0.860214747
1312	0.860202498
1313	0.8601885242
1314	0.8601740757
1315	0.8601602072
1316	0.8601452675
1317	0.8601315672
1318	0.8601186351
1319	0.8601035134
1320	0.8600902174
1321	0.8600770841
1322	0.8600643341
1323	0.86005059
1324	0.8600352255
1325	0.8600209855
1326	0.8600073363
1327	0.8599930491
1328	0.8599778968
1329	0.8599654005
1330	0.8599515831
1331	0.8599385966
1332	0.8599244427
1333	0.8599097745
1334	0.8598963542
1335	0.8598816488
1336	0.8598677107
1337	0.8598534633
1338	0.8598406109
1339	0.8598278565
1340	0.8598152358
1341	0.8598010759
1342	0.8597872167
1343	0.8597732059
1344	0.8597598805
1345	0.8597464276
1346	0.8597335303
1347	0.859720152
1348	0.859706649
1349	0.8596936607
1350	0.8596803874
1351	0.8596672646
1352	0.8596526616
1353	0.8596404706
1354	0.8596258
1355	0.8596145477
1356	0.8596014907
1357	0.8595908813
1358	0.8595774154
1359	0.8595634276
1360	0.8595493857
1361	0.8595372779
1362	0.8595247002
1363	0.859512403
1364	0.8595001746
1365	0.8594873844
1366	0.8594746748
1367	0.8594624131
1368	0.8594493166
1369	0.8594358967
1370	0.8594237851
1371	0.8594111956
1372	0.8593975199
1373	0.8593843995
1374	0.85937234
1375	0.8593592146
1376	0.8593485904
1377	0.8593359396
1378	0.8593203138
1379	0.8593083927
1380	0.8592956683
1381	0.8592820829
1382	0.8592704085
1383	0.8592570985
1384	0.8592436367
1385	0.8592308564
1386	0.8592191089
1387	0.8592065094
1388	0.8591934906
1389	0.8591792105
1390	0.859164836
1391	0.8591532773
1392	0.8591396583
1393	0.8591259179
1394	0.8591146562
1395	0.8591013901
1396	0.859086836
1397	0.8590717129
1398	0.8590594337
1399	0.8590466282
1400	0.859034031
1401	0.8590190504
1402	0.8590066901
1403	0.858993221
1404	0.8589810973
1405	0.8589675701
1406	0.8589523116
1407	0.8589403363
1408	0.8589284555
1409	0.8589134478
1410	0.8589011029
1411	0.8588884703
1412	0.858876053
1413	0.8588634783
1414	0.8588498101
1415	0.8588351698
1416	0.8588201928
1417	0.8588074968
1418	0.8587942619
1419	0.8587818312
1420	0.8587686418
1421	0.8587561759
1422	0.8587441889
1423	0.858733888
1424	0.858721737
1425	0.8587097638
1426	0.8586966309
1427	0.8586828656
1428	0.8586712175
1429	0.8586549138
1430	0.8586416018
1431	0.8586291466
1432	0.8586154942
1433	0.8586022198
1434	0.8585903825
1435	0.8585782944
1436	0.8585649102
1437	0.8585512916
1438	0.8585399843
1439	0.858527981
1440	0.8585138445
1441	0.8584987556
1442	0.8584845885
1443	0.8584692322
1444	0.8584560077
1445	0.8584421787
1446	0.858429797
1447	0.8584160391
1448	0.8584013193
1449	0.8583884582
1450	0.8583756375
1451	0.8583614605
1452	0.8583474129
1453	0.8583356063
1454	0.8583227635
1455	0.8583103017
1456	0.858296021
1457	0.8582827932
1458	0.858270004
1459	0.8582577768
1460	0.8582451552
1461	0.8582307847
1462	0.8582184036
1463	0.8582051951
1464	0.8581907681
1465	0.8581779972
1466	0.8581652679
1467	0.8581524353
1468	0.8581395367
1469	0.8581265808
1470	0.8581156487
1471	0.8581011825
1472	0.8580867255
1473	0.8580710192
1474	0.8580582706
1475	0.858047128
1476	0.8580358408
1477	0.8580231234
1478	0.8580101364
1479	0.8579986464
1480	0.8579855954
1481	0.8579718398
1482	0.8579595804
1483	0.8579427017
1484	0.8579318886
1485	0.8579200824
1486	0.8579083773
1487	0.8578912287
1488	0.8578754329
1489	0.8578628312
1490	0.8578519547
1491	0.85783707
1492	0.8578245951
1493	0.8578126961
1494	0.8578020597
1495	0.8577909568
1496	0.8577792429
1497	0.8577661268
1498	0.8577533687
1499	0.8577394131
1500	0.8577269355
1501	0.8577143775
1502	0.8577018657
1503	0.8576901864
1504	0.8576779392
1505	0.8576647961
1506	0.8576522535
1507	0.8576396611
1508	0.8576290551
1509	0.8576131659
1510	0.8576029503
1511	0.8575927281
