iter	Passed	Remaining
1638	39081	2718
1639	39101	2694
1640	39122	2670
1641	39143	2646
1642	39163	2621
1643	39183	2597
1644	39210	2574
1645	39231	2550
1646	39252	2526
1647	39273	2502
1648	39293	2478
1649	39314	2454
1650	39335	2430
1651	39362	2406
1652	39383	2382
1653	39405	2358
1654	39426	2334
1655	39446	2310
1656	39467	2286
1657	39488	2262
1658	39515	2238
1659	39536	2215
1660	39556	2190
1661	39576	2166
1662	39597	2142
1663	39617	2118
1664	39637	2094
1665	39665	2071
1666	39686	2047
1667	39708	2023
1668	39736	1999
1669	39760	1976
1670	39780	1952
1671	39808	1928
1672	39829	1904
1673	39850	1880
1674	39875	1856
1675	39895	1832
1676	39916	1808
1677	39936	1785
1678	39964	1761
1679	39984	1737
1680	40006	1713
1681	40026	1689
1682	40047	1665
1683	40068	1641
1684	40095	1618
1685	40117	1594
1686	40138	1570
1687	40158	1546
1688	40179	1522
1689	40200	1498
1690	40221	1474
1691	40249	1451
1692	40270	1427
1693	40291	1403
1694	40311	1379
1695	40331	1355
1696	40352	1331
1697	40372	1307
1698	40400	1284
1699	40421	1260
1700	40441	1236
1701	40462	1212
1702	40482	1188
1703	40503	1164
1704	40524	1140
1705	40550	1117
1706	40572	1093
1707	40592	1069
1708	40617	1045
1709	40637	1021
1710	40658	998
1711	40678	974
1712	40712	950
1713	40734	926
1714	40754	903
1715	40778	879
1716	40799	855
1717	40820	831
1718	40840	807
1719	40860	783
1720	40881	760
1721	40907	736
1722	40929	712
1723	40950	688
1724	40970	665
1725	40990	641
1726	41010	617
1727	41032	593
1728	41061	569
1729	41081	546
1730	41102	522
1731	41124	498
1732	41145	474
1733	41165	451
1734	41195	427
1735	41218	403
1736	41242	379
1737	41263	356
1738	41283	332
1739	41304	308
1740	41331	284
1741	41352	261
1742	41373	237
1743	41393	213
1744	41414	189
1745	41435	166
1746	41456	142
1747	41477	118
1748	41503	94
1749	41523	71
1750	41544	47
1751	41564	23
1752	41584	0
