iter	RMSE
861	9.098607968
862	9.098456236
863	9.098315683
864	9.098220846
865	9.098123053
866	9.098039901
867	9.09796428
868	9.097847926
869	9.097722504
870	9.097620006
871	9.097505661
872	9.097393821
873	9.097220708
874	9.097026871
875	9.096872698
876	9.096748187
877	9.096593485
878	9.096527041
879	9.09642448
880	9.096316695
881	9.096221461
882	9.096158074
883	9.09607667
884	9.095964746
885	9.095861538
886	9.09573071
887	9.095606514
888	9.095539977
889	9.095431249
890	9.095316786
891	9.0951712
892	9.095038228
893	9.094932956
894	9.094848244
895	9.094761684
896	9.094653649
897	9.094587677
898	9.09447385
899	9.094387132
900	9.094296551
901	9.094212115
902	9.094139167
903	9.093949729
904	9.093842928
905	9.093716216
906	9.093617296
907	9.093525234
908	9.093404175
909	9.093296542
910	9.093186325
911	9.093102333
912	9.093030616
913	9.092944904
914	9.09285103
915	9.092748857
916	9.092684395
917	9.092632448
918	9.092524449
919	9.092414015
920	9.092296512
921	9.092163723
922	9.092065423
923	9.091997725
924	9.091850487
925	9.091703406
926	9.091602053
927	9.091520395
928	9.091445616
929	9.091387488
930	9.091328959
931	9.091254186
932	9.091153764
933	9.09100206
934	9.09095203
935	9.090853633
936	9.090773286
937	9.090673916
938	9.090571189
939	9.090501116
940	9.090408901
941	9.090240017
942	9.090184346
943	9.090072676
944	9.089974112
945	9.089896261
946	9.089838066
947	9.089721312
948	9.089643954
949	9.089540699
950	9.089425067
951	9.089331647
952	9.089145308
953	9.089065018
954	9.088962903
955	9.088887849
956	9.088816691
957	9.088725454
958	9.08862254
959	9.088550808
960	9.088450137
961	9.088355079
962	9.088249506
963	9.088181496
964	9.088073172
965	9.087982363
966	9.087858799
967	9.087784456
968	9.087665595
969	9.087571343
970	9.087529698
971	9.087458715
972	9.08736211
973	9.087249556
974	9.08717222
975	9.087060141
976	9.08698063
977	9.086933699
978	9.086866279
979	9.086765954
980	9.086677635
981	9.086578727
982	9.086435997
983	9.086326142
984	9.086259517
985	9.086184135
986	9.086128022
987	9.086061121
988	9.085981022
989	9.085893411
990	9.085794968
991	9.085743451
992	9.085658513
993	9.085583674
994	9.085500822
995	9.085415193
996	9.085344275
997	9.085233156
998	9.085140222
999	9.085046515
1000	9.084990479
1001	9.084876017
1002	9.084792913
1003	9.084732277
1004	9.084638557
1005	9.084572616
1006	9.084498187
1007	9.084385151
1008	9.084302645
1009	9.084232238
1010	9.084107581
1011	9.084046082
1012	9.083990067
1013	9.083914317
1014	9.083840093
1015	9.08371078
1016	9.083626298
1017	9.083532869
1018	9.083441364
1019	9.083377362
1020	9.083298851
1021	9.083224865
1022	9.083141781
1023	9.083023381
1024	9.082948368
1025	9.082881242
1026	9.082768864
1027	9.082691373
1028	9.082584799
1029	9.082511113
1030	9.082434834
1031	9.082370778
1032	9.082311584
1033	9.082235452
1034	9.082120427
1035	9.082042198
1036	9.081986425
1037	9.081925727
1038	9.081808464
1039	9.0817563
1040	9.081690458
1041	9.081611365
1042	9.081523018
1043	9.081460193
1044	9.081406218
1045	9.081332959
1046	9.081260904
1047	9.081189691
1048	9.081105712
1049	9.081000439
1050	9.080929916
1051	9.080888694
1052	9.080814258
1053	9.080749194
1054	9.080665803
1055	9.080577209
1056	9.080491258
1057	9.08042632
1058	9.080334622
1059	9.08026102
1060	9.080199721
1061	9.080143665
1062	9.080057027
1063	9.079990242
1064	9.079902535
1065	9.079845173
1066	9.079787675
1067	9.079713337
1068	9.079634337
1069	9.079572439
1070	9.079503581
1071	9.079432437
1072	9.079312525
1073	9.079239702
1074	9.079191648
1075	9.079125967
1076	9.07909176
1077	9.078976017
1078	9.078873062
1079	9.078820588
1080	9.078739832
1081	9.078627899
1082	9.078532612
1083	9.078436812
1084	9.078323267
1085	9.078255264
1086	9.07819421
1087	9.078145014
1088	9.078094456
1089	9.078021276
1090	9.077970128
1091	9.077916704
1092	9.077838813
1093	9.077771596
1094	9.077721294
1095	9.077661798
1096	9.077582746
1097	9.077519923
1098	9.077444844
1099	9.077374097
1100	9.077336994
1101	9.077264235
1102	9.077194212
1103	9.077137449
1104	9.077034287
1105	9.076959377
1106	9.076910927
1107	9.07683881
1108	9.076800135
1109	9.07672205
1110	9.076634512
1111	9.076559406
1112	9.07651534
1113	9.076457353
1114	9.076386059
1115	9.076346417
1116	9.07627976
1117	9.076201317
1118	9.07612546
1119	9.076085725
1120	9.076047111
1121	9.075946485
1122	9.075903326
1123	9.075829446
1124	9.075775127
1125	9.075662116
1126	9.075578679
1127	9.075532898
1128	9.075472998
1129	9.075418247
1130	9.075329295
1131	9.075273895
1132	9.075212863
1133	9.075156004
1134	9.075088013
1135	9.075016456
1136	9.074950752
1137	9.074872266
1138	9.074813545
1139	9.074756128
1140	9.07471401
1141	9.07462287
1142	9.074576736
1143	9.074543501
1144	9.074457522
1145	9.074358703
1146	9.07431806
1147	9.074279303
1148	9.074231547
1149	9.074164572
1150	9.074095953
1151	9.07402881
1152	9.073962304
1153	9.073927475
1154	9.073892175
1155	9.073838667
1156	9.073776933
1157	9.073712917
1158	9.073636309
1159	9.073563603
1160	9.073500641
1161	9.073448781
1162	9.073393033
1163	9.073314592
1164	9.073263786
1165	9.073204124
1166	9.073110724
1167	9.073055181
1168	9.073021757
1169	9.072952219
1170	9.0728727
1171	9.072822169
1172	9.072778057
1173	9.072722509
1174	9.072607003
1175	9.072541337
1176	9.072434866
1177	9.072365671
1178	9.072250633
1179	9.072177322
1180	9.072110492
1181	9.072051812
1182	9.071980318
1183	9.071937326
1184	9.071880667
1185	9.071824677
1186	9.071753185
1187	9.07170348
1188	9.07164024
1189	9.071589482
1190	9.071505369
1191	9.07143213
1192	9.071383348
1193	9.071333164
1194	9.071266145
1195	9.071224237
1196	9.07117604
1197	9.071111745
1198	9.071042461
1199	9.070995925
1200	9.070957927
1201	9.070904471
1202	9.070831163
1203	9.070779016
1204	9.070683806
1205	9.07063925
1206	9.070581403
1207	9.070527465
1208	9.07047159
1209	9.070418228
1210	9.070365872
1211	9.070308857
1212	9.070257034
1213	9.070179001
1214	9.070132538
1215	9.070047914
1216	9.070005625
1217	9.069942761
1218	9.069865946
1219	9.069821397
1220	9.069744069
1221	9.069695314
1222	9.069627143
1223	9.069581537
1224	9.069535918
1225	9.069473833
1226	9.069402266
1227	9.069341952
1228	9.069283347
1229	9.069223693
1230	9.069166491
1231	9.069117268
1232	9.069055796
1233	9.069004517
1234	9.068941903
1235	9.068891792
1236	9.068856275
1237	9.068823171
1238	9.068773329
1239	9.06871911
1240	9.068680521
1241	9.068634117
1242	9.068597441
1243	9.068538493
1244	9.068492523
1245	9.068456631
1246	9.068420457
1247	9.068380093
1248	9.06833389
1249	9.068294859
1250	9.068225178
1251	9.068186292
1252	9.0681471
1253	9.068097862
1254	9.068021722
1255	9.067977977
1256	9.067940577
1257	9.067917878
1258	9.067866703
1259	9.067832308
1260	9.06777271
1261	9.067714602
1262	9.067682303
1263	9.067635301
1264	9.067593102
1265	9.067532222
1266	9.067504494
1267	9.067410764
1268	9.067368541
1269	9.067293812
1270	9.067250863
1271	9.06720197
1272	9.06716641
1273	9.067114692
1274	9.067071824
1275	9.067030289
1276	9.066988553
1277	9.06690741
1278	9.066840426
1279	9.066800183
1280	9.066753249
1281	9.066688993
1282	9.066645199
1283	9.066592683
1284	9.066522572
1285	9.066480095
1286	9.066425938
1287	9.066387158
1288	9.066339916
1289	9.066289712
1290	9.066259278
1291	9.066210689
1292	9.066148717
1293	9.066096944
1294	9.066067775
1295	9.065994705
1296	9.065956149
1297	9.065907644
1298	9.065869692
1299	9.065815782
1300	9.065787566
1301	9.065741871
1302	9.065677034
1303	9.065628117
1304	9.065570037
1305	9.065533949
1306	9.065469131
1307	9.065401992
1308	9.065340215
1309	9.065295273
1310	9.065262151
1311	9.065229628
1312	9.065182534
1313	9.06513177
1314	9.065100882
1315	9.065063217
1316	9.065002391
1317	9.064949654
1318	9.064898203
1319	9.064839266
1320	9.064797184
1321	9.064754167
1322	9.064729728
1323	9.064691895
1324	9.064652637
1325	9.064606925
1326	9.064552845
1327	9.064506965
1328	9.064469132
1329	9.064415514
1330	9.064381154
1331	9.064336789
1332	9.064271339
1333	9.064252949
1334	9.064206915
1335	9.064164963
1336	9.064131237
1337	9.064074271
1338	9.064005369
1339	9.063941507
1340	9.063879139
1341	9.063842949
1342	9.063788567
1343	9.063714152
1344	9.063679396
1345	9.063643168
1346	9.063593551
1347	9.063542066
1348	9.06347848
1349	9.063406236
1350	9.06336485
1351	9.06332787
1352	9.063278025
1353	9.063234373
1354	9.063179844
1355	9.063139905
1356	9.063100383
1357	9.063050341
1358	9.063002245
1359	9.062958607
1360	9.062923034
1361	9.062860311
1362	9.062817395
1363	9.062774757
1364	9.062752257
1365	9.062696643
1366	9.062667391
1367	9.062629605
1368	9.062606752
1369	9.062564291
1370	9.062515371
1371	9.062468792
1372	9.062432878
1373	9.062384705
1374	9.062323444
1375	9.062260127
1376	9.06223107
1377	9.062193992
1378	9.062149763
1379	9.062090737
1380	9.062031339
1381	9.061996299
1382	9.061961687
1383	9.061913917
1384	9.061887763
1385	9.061843387
1386	9.061807777
1387	9.061760258
1388	9.06171924
1389	9.06168981
1390	9.061653367
1391	9.061597422
1392	9.061543646
1393	9.061488052
1394	9.061446612
1395	9.061400007
1396	9.061356054
1397	9.061311343
1398	9.061276949
1399	9.061235972
1400	9.061200768
1401	9.061159436
1402	9.061117505
1403	9.061069064
1404	9.06096275
1405	9.060913431
1406	9.060866912
1407	9.060828717
1408	9.060788469
1409	9.060760774
1410	9.060735672
1411	9.060702672
1412	9.060646451
1413	9.060610298
1414	9.060528318
1415	9.060508573
1416	9.060472808
1417	9.060448556
1418	9.060416232
1419	9.060384398
1420	9.060359416
1421	9.060325238
1422	9.060293719
1423	9.060276769
1424	9.060227229
1425	9.060198119
1426	9.06015208
1427	9.06012334
1428	9.060078881
1429	9.060059652
1430	9.060017949
1431	9.059979104
1432	9.059941948
1433	9.059924841
1434	9.05986734
1435	9.059836883
1436	9.059773371
1437	9.059708435
1438	9.059688666
1439	9.059651384
1440	9.059599716
1441	9.059557311
1442	9.05951043
1443	9.059459857
1444	9.059418597
1445	9.059395342
1446	9.05935034
1447	9.059279764
1448	9.059234465
1449	9.059177354
1450	9.059113704
1451	9.059089536
1452	9.059054332
1453	9.059018245
1454	9.058964913
1455	9.058920669
1456	9.058894275
1457	9.058852045
1458	9.058813044
1459	9.058779123
1460	9.058757446
1461	9.058733259
1462	9.058698385
1463	9.058672935
1464	9.058652239
1465	9.058613275
1466	9.058563913
1467	9.058531651
1468	9.058497059
1469	9.058460599
1470	9.058412771
1471	9.058381279
1472	9.058336902
1473	9.058288291
1474	9.058256656
1475	9.058221293
1476	9.05817403
1477	9.058142813
1478	9.058124593
1479	9.058105741
1480	9.058053819
1481	9.058026336
1482	9.05799776
1483	9.057971803
1484	9.05793346
1485	9.05789676
1486	9.057871627
1487	9.057828081
1488	9.057801115
1489	9.057779357
1490	9.057748157
1491	9.057706926
1492	9.057663232
1493	9.057637579
1494	9.057601708
1495	9.057547121
1496	9.057528281
1497	9.057485293
1498	9.057465947
1499	9.057445934
1500	9.057414547
1501	9.057383907
1502	9.057332799
1503	9.057288118
1504	9.057274594
1505	9.057215396
1506	9.057192517
1507	9.057164072
1508	9.05710548
1509	9.057056627
1510	9.057020876
1511	9.056973259
1512	9.056952306
1513	9.056912346
1514	9.056872433
1515	9.056835563
1516	9.056821974
1517	9.056780723
1518	9.056757447
1519	9.056694071
1520	9.056654304
1521	9.056623959
1522	9.05658302
1523	9.056547394
1524	9.056486069
1525	9.056454625
1526	9.056426544
1527	9.056387149
1528	9.056352965
1529	9.056320242
1530	9.056287751
1531	9.05623885
1532	9.056205997
1533	9.056178858
1534	9.056148758
1535	9.056118396
1536	9.056089499
1537	9.056056035
1538	9.056038152
1539	9.055998248
1540	9.055959672
1541	9.055919897
1542	9.055897168
1543	9.055875328
1544	9.055840481
1545	9.055804546
1546	9.055792074
1547	9.055747042
1548	9.055720326
1549	9.055684107
1550	9.055647043
1551	9.055624938
1552	9.055579493
1553	9.055542472
1554	9.055511345
1555	9.055494535
1556	9.055459234
1557	9.055401126
1558	9.055359215
1559	9.055323801
1560	9.055310439
1561	9.055257326
1562	9.055232946
1563	9.055188057
1564	9.055163837
1565	9.055135685
1566	9.05510657
1567	9.055087642
1568	9.055063654
1569	9.055030612
1570	9.054986285
1571	9.054972705
1572	9.054908514
1573	9.054894497
1574	9.054864521
1575	9.054842411
1576	9.054809674
1577	9.054767834
1578	9.054741341
1579	9.054712604
1580	9.054682116
1581	9.054636294
1582	9.054621112
1583	9.054589116
1584	9.054560388
1585	9.054511633
1586	9.054465952
1587	9.05443687
1588	9.054393986
1589	9.054359831
1590	9.054337377
1591	9.054312985
1592	9.05427813
1593	9.054244364
1594	9.054225276
1595	9.054201283
1596	9.054170133
1597	9.054120329
1598	9.054085306
1599	9.054051306
1600	9.054035135
1601	9.054008421
1602	9.053976283
1603	9.053960977
1604	9.053941754
1605	9.053922961
1606	9.053900347
1607	9.053865389
1608	9.053829491
1609	9.053803875
1610	9.053773123
1611	9.053745666
1612	9.053715895
1613	9.053686532
1614	9.053667864
1615	9.053637628
1616	9.053620524
1617	9.053590957
1618	9.053543493
1619	9.05352477
1620	9.053505212
1621	9.05345789
1622	9.053424456
1623	9.053394721
1624	9.053356019
1625	9.053332798
1626	9.053303559
1627	9.053271889
1628	9.053241977
1629	9.053211386
1630	9.053179561
1631	9.053142877
1632	9.053123247
1633	9.053075133
1634	9.053038369
1635	9.053008757
1636	9.052976778
1637	9.052935432
1638	9.052915533
1639	9.052896115
1640	9.052867609
1641	9.052845146
1642	9.05280407
1643	9.052781361
1644	9.052758175
1645	9.052732161
1646	9.052701222
1647	9.052648338
1648	9.052610382
1649	9.052575037
1650	9.052549537
1651	9.052538138
1652	9.052504062
1653	9.052477572
1654	9.052441518
1655	9.052401452
1656	9.052376438
1657	9.052357488
1658	9.052344725
1659	9.052308085
1660	9.052284983
1661	9.052245892
1662	9.052227132
1663	9.052201151
